0 0 -16 -3    -31.99708149
0 1 -16 -2.84444    -31.99596223
0 2 -16 -2.68889    -31.99436172
0 3 -16 -2.53333    -31.99207357
0 4 -16 -2.37778    -31.98880344
0 5 -16 -2.22222    -31.98413218
0 6 -16 -2.06667    -31.97746418
0 7 -16 -1.91111    -31.96795592
0 8 -16 -1.75556    -31.95441869
0 9 -16 -1.6     -31.9351904
0 10 -16 -1.44444    -31.90797573
0 11 -16 -1.28889    -31.86966762
0 12 -16 -1.13333    -31.81619606
0 13 -16 -0.977778     -31.7425115
0 14 -16 -0.822222    -31.64289548
0 15 -16 -0.666667    -31.51182343
0 16 -16 -0.511111    -31.34541342
0 17 -16 -0.355556    -31.14297121
0 18 -16 -0.2    -30.90766367
0 19 -16 -0.0444444    -30.64567862
0 20 -16 0.111111    -30.36432876
0 21 -16 0.266667    -30.07024988
0 22 -16 0.422222    -29.76846464
0 23 -16 0.577778    -29.46230289
0 24 -16 0.733333    -29.15376849
0 25 -16 0.888889    -28.84398716
0 26 -16 1.04444    -28.53356243
0 27 -16 1.2    -28.22280838
0 28 -16 1.35556    -27.91188575
0 29 -16 1.51111    -27.60087622
0 30 -16 1.66667    -27.28982127
0 31 -16 1.82222    -26.97874215
0 32 -16 1.97778    -26.66764984
0 33 -16 2.13333    -26.35655013
0 34 -16 2.28889    -26.04544614
0 35 -16 2.44444    -25.73433959
0 36 -16 2.6    -25.42323147
0 37 -16 2.75556    -25.11212234
0 38 -16 2.91111    -24.80101257
0 39 -16 3.06667    -24.48990237
0 40 -16 3.22222    -24.17879189
0 41 -16 3.37778    -23.86768121
0 42 -16 3.53333     -23.5565704
0 43 -16 3.68889    -23.24545949
0 44 -16 3.84444    -22.93434853
0 45 -16 4    -22.62323752
0 46 -16 4.15556    -22.31212648
0 47 -16 4.31111    -22.00101541
0 48 -16 4.46667    -21.68990434
0 49 -16 4.62222    -21.37879325
0 50 -16 4.77778    -21.06768216
0 51 -16 4.93333    -20.75657106
0 52 -16 5.08889    -20.44545995
0 53 -16 5.24444    -20.13434885
0 54 -16 5.4    -19.82323774
0 55 -16 5.55556    -19.51212663
0 56 -16 5.71111    -19.20101552
0 57 -16 5.86667    -18.88990441
0 58 -16 6.02222     -18.5787933
0 59 -16 6.17778    -18.26768219
0 60 -16 6.33333    -17.95657108
0 61 -16 6.48889    -17.64545997
0 62 -16 6.64444    -17.33434886
0 63 -16 6.8    -17.02323775
0 64 -16 6.95556    -16.71212664
0 65 -16 7.11111    -16.40101553
0 66 -16 7.26667    -16.08990442
0 67 -16 7.42222    -15.77879331
0 68 -16 7.57778    -15.46768219
0 69 -16 7.73333    -15.15657108
0 70 -16 7.88889    -14.84545997
0 71 -16 8.04444    -14.53434886
0 72 -16 8.2    -14.22323775
0 73 -16 8.35556    -13.91212664
0 74 -16 8.51111    -13.60101553
0 75 -16 8.66667    -13.28990442
0 76 -16 8.82222    -12.97879331
0 77 -16 8.97778     -12.6676822
0 78 -16 9.13333    -12.35657108
0 79 -16 9.28889    -12.04545997
0 80 -16 9.44444    -11.73434886
0 81 -16 9.6    -11.42323775
0 82 -16 9.75556    -11.11212664
0 83 -16 9.91111    -10.80101553
0 84 -16 10.0667    -10.48990442
0 85 -16 10.2222    -10.17879331
0 86 -16 10.3778    -9.867682195
0 87 -16 10.5333    -9.556571084
0 88 -16 10.6889    -9.245459973
0 89 -16 10.8444    -8.934348862
0 90 -16 11    -8.623237751
1 0 -15.9078 -3    -31.81261258
1 1 -15.9078 -2.84444    -31.81149332
1 2 -15.9078 -2.68889    -31.80989281
